,tweet_id,author_id,location,gcc
208,1414121024388358144,282854342,nsw australia,
215,1414124631145934853,47538999,nsw australia,
216,1414124712221761539,89570289,nsw australia,
220,1414125879622438913,47538999,nsw australia,
222,1414127001997250561,43616914,nsw australia,
224,1414128788179361793,1158755742,nsw australia,
225,1414128961576214532,2592101569,nsw australia,
230,1414130031450722306,47538999,nsw australia,
233,1414130442068918277,310781354,nsw australia,
235,1414130750450929669,288514034,nsw australia,
236,1414130917644271622,913804015,nsw australia,
240,1414133328953823232,89570289,nsw australia,
244,1414137864430915586,47538999,nsw australia,
245,1414138030554697737,38415875,nsw australia,
246,1414138826155433988,377314216,nsw australia,
247,1414139034574614528,377314216,nsw australia,
250,1414144648138805249,3818993052,nsw australia,
251,1414144952783699981,25787648,nsw australia,
253,1414146447956611073,40677524,nsw australia,
254,1414146524552994818,25787648,nsw australia,
255,1414146526083878913,25787648,nsw australia,
256,1414146578139344896,30827668,nsw australia,
260,1414149044188839939,38415875,nsw australia,
262,1414149636181282821,1313364070796460032,nsw australia,
263,1414152536223739909,332507026,nsw australia,
265,1414153844414504960,240085776,nsw australia,
266,1414153859627323392,240085776,nsw australia,
267,1414153863758630916,24113,nsw australia,
268,1414154354718777349,43616914,nsw australia,
272,1414158464683700234,89570289,nsw australia,
273,1414158478034100225,3818993052,nsw australia,
274,1414158599408914434,89570289,nsw australia,
275,1414159145012391941,377314216,nsw australia,
278,1414159779820228614,1207249294106877952,nsw australia,
280,1414161692926222336,1158755742,nsw australia,
284,1414163362527674370,89570289,nsw australia,
286,1414164821163970561,2294916750,nsw australia,
288,1414165360878645249,89570289,nsw australia,
291,1414166003810902019,282854342,nsw australia,
292,1414166739198222341,89570289,nsw australia,
293,1414167440670425093,89869087,nsw australia,
295,1414168159020412937,89869087,nsw australia,
296,1414168856700981252,116591442,nsw australia,
298,1414169068353978375,3818993052,nsw australia,
299,1414169203225939984,1158755742,nsw australia,
300,1414170072235397121,217212414,nsw australia,
302,1414172791151104000,89570289,nsw australia,
305,1414174061165387779,707004931,nsw australia,
312,1414179099594039296,707004931,nsw australia,
313,1414179850827407362,2312989742,nsw australia,
314,1414181044136288259,15304375,nsw australia,
319,1414188350307663873,255369574,nsw australia,
322,1414190453939785732,1158755742,nsw australia,
323,1414190615760232450,2312989742,nsw australia,
325,1414191849162506243,850865225850961920,nsw australia,
327,1414192330056163331,3188491429,nsw australia,
328,1414192345570938886,2312989742,nsw australia,
329,1414192690971824135,2312989742,nsw australia,
331,1414193662808842245,1313364070796460032,nsw australia,
332,1414194219212673029,2312989742,nsw australia,
333,1414194328709124098,2312989742,nsw australia,
334,1414195118748303367,2312989742,nsw australia,
335,1414195351494348801,2312989742,nsw australia,
337,1414195643585761282,2312989742,nsw australia,
338,1414195839610671111,2312989742,nsw australia,
339,1414196228259123201,2312989742,nsw australia,
343,1414198537290543116,1313364070796460032,nsw australia,
344,1414199042947502080,1158755742,nsw australia,
345,1414199292831567872,1008296232261783552,nsw australia,
346,1414199670511857666,1158755742,nsw australia,
347,1414199966533394438,993342005404028928,nsw australia,
349,1414202073478930434,1177176396189159425,nsw australia,
350,1414202385958801410,122928061,nsw australia,
351,1414204312004141067,282854342,nsw australia,
352,1414204787604656134,2347369495,nsw australia,
353,1414206280730693632,122928061,nsw australia,
355,1414207916903518208,122928061,nsw australia,
356,1414208271640977418,2347369495,nsw australia,
357,1414208407452618756,122928061,nsw australia,
358,1414209832769363971,122928061,nsw australia,
359,1414212000167567366,20954511,nsw australia,
360,1414213413983510533,829248815005827073,nsw australia,
361,1414214243264593930,282854342,nsw australia,
362,1414221056886202368,377314216,nsw australia,
365,1414223865874579463,89869087,nsw australia,
369,1414225925349117964,247156354,nsw australia,
370,1414225998376144901,2383141,nsw australia,
371,1414227087171276804,89869087,nsw australia,
372,1414228381068009479,2985074803,nsw australia,
373,1414230448528449541,30827668,nsw australia,
374,1414231706429628416,30827668,nsw australia,
375,1414232221834088449,767319088553046017,nsw australia,
377,1414232720301907972,767319088553046017,nsw australia,
382,1414235402588758017,878483332010463232,nsw australia,
384,1414239334069268483,878483332010463232,nsw australia,
385,1414239621211246593,878483332010463232,nsw australia,
386,1414240283697442826,878483332010463232,nsw australia,
387,1414245085324087299,878483332010463232,nsw australia,
388,1414246104674177027,1718167795,nsw australia,
391,1414269476040691713,984447324,nsw australia,
393,1414291700202098689,1313364070796460032,nsw australia,
394,1414293305966284802,1313364070796460032,nsw australia,
395,1414294039117983748,1313364070796460032,nsw australia,
396,1414298379450929153,1313364070796460032,nsw australia,
398,1414299532808970240,25787648,nsw australia,
400,1414300328590143488,1313364070796460032,nsw australia,
402,1414310362741051393,1431050922,firgrove nsw,
405,1414314354149761024,15194193,nsw australia,
406,1414316925585297411,25787648,nsw australia,
408,1414323172283871234,22732711,nsw australia,
409,1414325191761485825,2987998513,nsw australia,
410,1414325269884665860,217212414,nsw australia,
411,1414326030244868098,50831693,nsw australia,
412,1414326322139045888,50831693,nsw australia,
418,1414333240538656773,9493572,nsw australia,
419,1414333685483008000,43616914,nsw australia,
420,1414333846749810688,1409402999571582982,nsw australia,
422,1414336548602974208,43616914,nsw australia,
424,1414337824669671434,43616914,nsw australia,
425,1414337887781359617,43616914,nsw australia,
426,1414338059038982144,9493572,nsw australia,
429,1414341789561937922,494632706,nsw australia,
431,1414341815029747714,2355160778,nsw australia,
432,1414342247789711360,43616914,nsw australia,
433,1414343052533981195,304863244,nsw australia,
434,1414343061316915202,3818993052,nsw australia,
436,1414343495028928514,1230357872547991552,nsw australia,
438,1414343626511904776,1177176396189159425,nsw australia,
440,1414344172853678088,20733793,nsw australia,
441,1414344393016844291,494632706,nsw australia,
446,1414346544464097281,282854342,nsw australia,
448,1414347192165302273,1177176396189159425,nsw australia,
449,1414347399355518982,732764953,nsw australia,
454,1414348188664799233,732764953,nsw australia,
457,1414348804950663169,294907841,nsw australia,
458,1414348952816680961,294907841,nsw australia,
460,1414349975295643652,282854342,nsw australia,
462,1414350415898963975,1549721120,nsw australia,
469,1414352670719057921,2312989742,nsw australia,
474,1414354615156441090,282854342,nsw australia,
484,1414361719850213378,217212414,nsw australia,
488,1414366853485395971,89869087,nsw australia,
489,1414367699430346755,1266463628024090624,nsw australia,
490,1414367998068985862,1189002601,nsw australia,
492,1414368202881003525,1177176396189159425,nsw australia,
494,1414368748408958979,1549721120,nsw australia,
495,1414369048196833281,2353975800,nsw australia,
497,1414369630693462019,1549721120,nsw australia,
498,1414369802211135490,30827668,nsw australia,
499,1414369977495216131,1177176396189159425,nsw australia,
501,1414370631706054659,2846659038,nsw australia,
506,1414011614240460804,84630048,nsw australia,
507,1414315612180942851,1133678955884666880,nsw australia,
508,1414247472289906688,1133678955884666880,nsw australia,
510,1414310438938890245,1431050922,nsw australia,
512,1414321973002342400,1133678955884666880,nsw australia,
513,1414038169326997505,1279003875488358400,nsw australia,
514,1414038622773202944,1279003875488358400,nsw australia,
518,1414174266187141121,1133678955884666880,nsw australia,
520,1414240958426669062,1133678955884666880,nsw australia,
522,1414022605502226436,1158755742,nsw australia,
523,1414029003116011525,89570289,nsw australia,
524,1414029114986549248,89570289,nsw australia,
525,1414034230418440195,1008296232261783552,nsw australia,
526,1414039073191129089,332507026,nsw australia,
527,1414073532674281475,707004931,nsw australia,
528,1414075608603103237,282854342,nsw australia,
529,1414082454671880200,1158755742,nsw australia,
530,1414118490131243012,89869087,nsw australia,
535,1414158682728722443,89570289,nsw australia,
536,1414161230072213505,294907841,nsw australia,
538,1414166989132550147,89570289,nsw australia,
539,1414170068796121089,255369574,nsw australia,
540,1414172138936827906,89570289,nsw australia,
541,1414172184826716160,89570289,nsw australia,
551,1414197490128097286,25787648,nsw australia,
552,1414208051641393153,415173947,nsw australia,
553,1414221243964747778,1133678955884666880,nsw australia,
554,1414301995867856896,1133678955884666880,nsw australia,
556,1414324092015050752,294907841,nsw australia,
557,1414334893396426753,1158755742,nsw australia,
558,1414338130962878469,732764953,nsw australia,
560,1414344443801456640,282854342,nsw australia,
562,1414348573982879747,297373326,nsw australia,
563,1414349770731053061,297373326,nsw australia,
565,1414351675528126466,282854342,nsw australia,
566,1414370667403743235,1177176396189159425,nsw australia,
7076,1414130777751625728,1389477638402580482,broadwater nsw,
7077,1414367441249968130,3603541634,broadwater nsw,
7078,1414368064758435840,3603541634,broadwater nsw,
7079,1414368166902259712,3603541634,broadwater nsw,
7080,1414371803330269186,1389477638402580482,broadwater nsw,
7081,1414361798195613696,1389477638402580482,broadwater nsw,
8063,1414014040448245763,2887713523,vic australia,
8064,1414014452748275714,2304586802,vic australia,
8065,1414015027368009730,902827129603100673,vic australia,
8066,1414015579334135813,538720920,vic australia,
8067,1414018685929345027,555902167,vic australia,
8068,1414019562379440133,1667079373,vic australia,
8069,1414024310918848515,36303451,vic australia,
8070,1414024549633458177,1403650831031824386,vic australia,
8071,1414024957424664581,1213709783036858368,vic australia,
8072,1414026805476937733,1667079373,vic australia,
8073,1414027889322848257,1368422291839668231,vic australia,
8074,1414028540576632837,952737072602800128,vic australia,
8075,1414029383560400896,2908511706,vic australia,
8076,1414030435395330049,2908511706,vic australia,
8077,1414031421291655170,94897134,vic australia,
8078,1414031728742572036,212866641,vic australia,
8081,1414032289319710721,1667079373,vic australia,
8082,1414034309174894592,212866641,vic australia,
8084,1414037948278853632,421552460,vic australia,
8085,1414038298201231365,421552460,vic australia,
8086,1414038996527685632,1403650831031824386,vic australia,
8087,1414039277520908288,85480066,vic australia,
8088,1414040198736793600,568238566,vic australia,
8089,1414040278919368706,421552460,vic australia,
8090,1414040308673703940,568238566,vic australia,
8091,1414040382178951170,568238566,vic australia,
8092,1414040550215360515,568238566,vic australia,
8094,1414045353414852612,2849469361,vic australia,
8095,1414045910351286272,85480066,vic australia,
8096,1414046274949550082,421552460,vic australia,
8097,1414047436012593152,3165710186,vic australia,
8098,1414054917489053700,1029628208,vic australia,
8099,1414054971708821505,1381214332114010114,vic australia,
8100,1414056009442598922,1381214332114010114,vic australia,
8101,1414056479758307329,2989173842,vic australia,
8102,1414056651825451008,1381214332114010114,vic australia,
8103,1414057055074148356,1381214332114010114,vic australia,
8104,1414057137936814086,2989173842,vic australia,
8106,1414057820035588097,1381214332114010114,vic australia,
8107,1414058191030145025,1381214332114010114,vic australia,
8108,1414058286668652545,1381214332114010114,vic australia,
8110,1414058982084255745,1381214332114010114,vic australia,
8111,1414059180625842176,1381214332114010114,vic australia,
8112,1414059218798202884,1667079373,vic australia,
8113,1414059954114232325,1381214332114010114,vic australia,
8114,1414060309426233350,1381214332114010114,vic australia,
8116,1414060727946551297,1381214332114010114,vic australia,
8117,1414061104544706563,1381214332114010114,vic australia,
8118,1414061685279576064,599766027,vic australia,
8119,1414061741755883520,1381214332114010114,vic australia,
8120,1414061840313708547,1029628208,vic australia,
8121,1414062489872977922,1381214332114010114,vic australia,
8122,1414062493421371392,1029628208,vic australia,
8123,1414062773655400453,1381214332114010114,vic australia,
8124,1414063142649229314,1381214332114010114,vic australia,
8125,1414063423114014720,1368422291839668231,vic australia,
8126,1414063502411517957,599766027,vic australia,
8127,1414064082081128450,1381214332114010114,vic australia,
8128,1414064424990642181,1381214332114010114,vic australia,
8129,1414065363763884035,599766027,vic australia,
8130,1414068761192062976,85480066,vic australia,
8131,1414071617966145536,270625329,vic australia,
8132,1414072585831075840,1029628208,vic australia,
8133,1414073450767941634,270625329,vic australia,
8134,1414074750939262977,1029628208,vic australia,
8135,1414074905453207552,3165710186,vic australia,
8137,1414076820874416132,1029628208,vic australia,
8140,1414079004349321216,1667079373,vic australia,
8141,1414079440766705669,1029628208,vic australia,
8143,1414080565070815232,1029628208,vic australia,
8144,1414081311958994950,585404178,vic australia,
8146,1414081716059205640,1029628208,vic australia,
8147,1414082912706699264,16555336,vic australia,
8148,1414083967242817541,840663854,vic australia,
8149,1414084138756304903,3165710186,vic australia,
8150,1414084662297645057,1029628208,vic australia,
8151,1414084888643338244,16310413,vic australia,
8152,1414085511199682561,3165710186,vic australia,
8153,1414085515272286208,16310413,vic australia,
8154,1414086076143075329,16310413,vic australia,
8155,1414088272968437765,26964952,vic australia,
8156,1414088369252884485,26964952,vic australia,
8157,1414088818735542273,3165710186,vic australia,
8158,1414089362594156553,1029628208,vic australia,
8159,1414092150350905345,1029628208,vic australia,
8160,1414092451711647748,2908511706,vic australia,
8161,1414093544772366338,1213272710161133569,vic australia,
8162,1414095328282693633,1029628208,vic australia,
8163,1414095755850117126,1324476486,vic australia,
8165,1414096997070434310,1029628208,vic australia,
8167,1414097968672641026,2902344080,vic australia,
8169,1414100554276503556,26964952,vic australia,
8171,1414102675231186946,26964952,vic australia,
8172,1414103318201212930,26964952,vic australia,
8173,1414103471096168455,270625329,vic australia,
8174,1414103581519536133,4701409783,vic australia,
8175,1414103794661564420,270625329,vic australia,
8176,1414104004984938496,1213709783036858368,vic australia,
8178,1414105252098318339,201154248,vic australia,
8179,1414105617153753091,2645315538,vic australia,
8180,1414107103648653314,1381214332114010114,vic australia,
8181,1414107295919706112,1381214332114010114,vic australia,
8182,1414107487066726406,1381214332114010114,vic australia,
8184,1414107530981044225,270625329,vic australia,
8185,1414107856555495425,1381214332114010114,vic australia,
8186,1414108026655502337,1381214332114010114,vic australia,
8187,1414108831408279556,270625329,vic australia,
8188,1414108953361870850,2645315538,vic australia,
8190,1414111345583091717,1667079373,vic australia,
8192,1414111738077745155,1667079373,vic australia,
8194,1414114324625321985,1029628208,vic australia,
8195,1414115802886787075,2761606843,vic australia,
8198,1414117072687099914,2645315538,vic australia,
8199,1414117490469212167,1695635514,vic australia,
8200,1414117857483399171,882848861076639744,vic australia,
8203,1414120283749842944,324044038,vic australia,
8206,1414124560379629570,1667079373,vic australia,
8207,1414125578966376455,1667079373,vic australia,
8208,1414125719815290881,26964952,vic australia,
8209,1414125752543367176,1667079373,vic australia,
8211,1414126692654669827,1667079373,vic australia,
8212,1414127034343690242,26964952,vic australia,
8214,1414128254944890886,2645315538,vic australia,
8215,1414128726392991748,2645315538,vic australia,
8218,1414130805220147208,2645315538,vic australia,
8219,1414131183340847106,1029628208,vic australia,
8221,1414134229990924288,826346957606055939,vic australia,
8225,1414136135220023301,34180216,vic australia,
8227,1414138057570222085,2989173842,vic australia,
8229,1414138572702060544,217269889,vic australia,
8232,1414139376766832643,1974820375,vic australia,
8234,1414140152402771978,1695635514,vic australia,
8235,1414140525620318213,1695635514,vic australia,
8236,1414141206246805505,552590408,vic australia,
8239,1414143090441424896,25171303,vic australia,
8240,1414143984654454786,2761606843,vic australia,
8241,1414144533667848196,2902344080,vic australia,
8242,1414144627817414659,1403650831031824386,vic australia,
8243,1414144977857175555,1029628208,vic australia,
8244,1414145314752110592,1381214332114010114,vic australia,
8245,1414145653249245188,1381214332114010114,vic australia,
8246,1414146041075494913,1381214332114010114,vic australia,
8247,1414146051351605252,1695635514,vic australia,
8248,1414146699740672000,26964952,vic australia,
8249,1414146922835714048,125828830,vic australia,
8250,1414147223068184578,1029628208,vic australia,
8251,1414148382969368577,1381214332114010114,vic australia,
8252,1414148611034685441,1381214332114010114,vic australia,
8253,1414149171397873669,228268201,vic australia,
8254,1414149624978235402,2761606843,vic australia,
8255,1414149637892579328,1381214332114010114,vic australia,
8256,1414149878205214722,1381214332114010114,vic australia,
8257,1414150250168688643,1381214332114010114,vic australia,
8261,1414150979436486662,1029628208,vic australia,
8262,1414151025737355265,1368422291839668231,vic australia,
8264,1414151510963851268,1381214332114010114,vic australia,
8265,1414151685832724480,95801529,vic australia,
8267,1414151975852146693,1381214332114010114,vic australia,
8268,1414152196422205443,1381214332114010114,vic australia,
8269,1414152452421472260,1403650831031824386,vic australia,
8270,1414152524685135872,3050420276,vic australia,
8271,1414152672513429508,1029628208,vic australia,
8272,1414152744361816065,1381214332114010114,vic australia,
8273,1414152758437900294,1403650831031824386,vic australia,
8274,1414152777689829381,3050420276,vic australia,
8275,1414152866474848259,1381214332114010114,vic australia,
8276,1414153427815264259,1381214332114010114,vic australia,
8277,1414153610892431363,1246775564179914753,vic australia,
8278,1414153740811001857,2902344080,vic australia,
8279,1414153833798725632,1381214332114010114,vic australia,
8280,1414153850475356161,2902344080,vic australia,
8281,1414154285156241413,1381214332114010114,vic australia,
8283,1414155012062670851,383748388,vic australia,
8285,1414155196540719109,1381214332114010114,vic australia,
8286,1414155572610437124,1381214332114010114,vic australia,
8288,1414155713199230978,1029628208,vic australia,
8289,1414156141550997506,1381214332114010114,vic australia,
8292,1414157214391042050,1381214332114010114,vic australia,
8294,1414157265729331201,809650903800156160,vic australia,
8295,1414157331240157185,1381214332114010114,vic australia,
8296,1414157674233565185,152874095,vic australia,
8298,1414157868165570562,2908511706,vic australia,
8299,1414157914017722371,1029628208,vic australia,
8301,1414159078733930497,1029628208,vic australia,
8302,1414159554728759300,1381214332114010114,vic australia,
8304,1414160320663228417,1029628208,vic australia,
8307,1414162577664487426,175223245,vic australia,
8310,1414163180650078210,1159258911284682752,vic australia,
8311,1414163273272881157,1381214332114010114,vic australia,
8312,1414163550461841408,2902344080,vic australia,
8313,1414163628769509377,1381214332114010114,vic australia,
8316,1414164657284157445,1667079373,vic australia,
8317,1414164683787956225,1102468128,vic australia,
8319,1414165060327403520,1381214332114010114,vic australia,
8320,1414165407045361667,172720036,vic australia,
8321,1414165428918620164,1381214332114010114,vic australia,
8322,1414166103308193792,1381214332114010114,vic australia,
8324,1414166365200519169,1029628208,vic australia,
8325,1414166400646533125,1381214332114010114,vic australia,
8327,1414167032698793985,599170134,vic australia,
8328,1414167282478063616,1107447972,vic australia,
8330,1414167656039518211,1029628208,vic australia,
8331,1414168008084254720,1667079373,vic australia,
8332,1414168102296723462,172665419,vic australia,
8334,1414168416508780552,1667079373,vic australia,
8338,1414171579408207872,1381214332114010114,vic australia,
8341,1414172776424886272,191498891,vic australia,
8342,1414172901679325185,1381214332114010114,vic australia,
8343,1414173502165250055,1667079373,vic australia,
8345,1414173736287178754,1381214332114010114,vic australia,
8346,1414174117645881349,1403650831031824386,vic australia,
8347,1414174159102382088,1667079373,vic australia,
8351,1414174886474379266,1381214332114010114,vic australia,
8355,1414178533979525120,1368422291839668231,vic australia,
8356,1414179697231949827,568238566,vic australia,
8358,1414181143876800521,3165710186,vic australia,
8360,1414182296760983553,2989173842,vic australia,
8366,1414183938327683074,2330230255,vic australia,
8372,1414186799044325383,2989173842,vic australia,
8379,1414189053746941956,1381214332114010114,vic australia,
8381,1414189295674396678,1381214332114010114,vic australia,
8385,1414190559116152834,201154248,vic australia,
8390,1414196533147312129,1381214332114010114,vic australia,
8392,1414197545585188865,1381214332114010114,vic australia,
8393,1414198012897751056,2849469361,vic australia,
8394,1414198102634885124,1381214332114010114,vic australia,
8395,1414198245807452162,1029628208,vic australia,
8396,1414199265761529856,1381214332114010114,vic australia,
8397,1414199944668336139,1381214332114010114,vic australia,
8398,1414200011634536456,1029628208,vic australia,
8399,1414201188346593286,1029628208,vic australia,
8400,1414201885020463105,1159258911284682752,vic australia,
8401,1414202122065776643,1381214332114010114,vic australia,
8402,1414202284699840515,1029628208,vic australia,
8403,1414202331596398596,23413043,vic australia,
8404,1414202499263721474,1381214332114010114,vic australia,
8405,1414202693908787210,1381214332114010114,vic australia,
8406,1414202738079014919,888536902449586176,vic australia,
8407,1414203082653659140,1381214332114010114,vic australia,
8408,1414203736998649864,1029628208,vic australia,
8409,1414204052276088841,1381214332114010114,vic australia,
8412,1414205690160160771,226052916,vic australia,
8413,1414206349315952646,2176930572,vic australia,
8417,1414207137450917890,1381214332114010114,vic australia,
8418,1414210853411250180,1029628208,vic australia,
8419,1414212022149861384,1029628208,vic australia,
8420,1414212346730319875,1310846525346512896,vic australia,
8421,1414212612376518657,2645315538,vic australia,
8422,1414212708929396736,1381214332114010114,vic australia,
8423,1414212893931831300,1310846525346512896,vic australia,
8424,1414212947312734211,1029628208,vic australia,
8425,1414213494900072451,1381214332114010114,vic australia,
8426,1414214076553568257,1310846525346512896,vic australia,
8427,1414214492800491523,1310846525346512896,vic australia,
8430,1414216091799199759,1381214332114010114,vic australia,
8431,1414216668314628099,1029628208,vic australia,
8432,1414217156011560961,1381214332114010114,vic australia,
8433,1414217454436319232,1381214332114010114,vic australia,
8434,1414217592684748800,1381214332114010114,vic australia,
8435,1414217777632595972,1381214332114010114,vic australia,
8436,1414218104163295238,1029628208,vic australia,
8437,1414218744126001156,1381214332114010114,vic australia,
8438,1414220436515168261,2176930572,vic australia,
8439,1414221130605285385,1029628208,vic australia,
8440,1414221430779039744,1029628208,vic australia,
8441,1414222430512418818,1029628208,vic australia,
8442,1414223306404679681,1029628208,vic australia,
8443,1414225124585181193,1029628208,vic australia,
8444,1414232765159985157,1029628208,vic australia,
8445,1414233054751584256,1029628208,vic australia,
8446,1414233561511600134,3165710186,vic australia,
8447,1414234219040034822,1029628208,vic australia,
8448,1414237573912748035,1557573168,vic australia,
8450,1414243936810323972,1310846525346512896,vic australia,
8451,1414260179009302534,26964952,vic australia,
8452,1414260313231298561,26964952,vic australia,
8453,1414264327662575617,1029628208,vic australia,
8454,1414267786478583809,1029628208,vic australia,
8455,1414268894336884748,1029628208,vic australia,
8456,1414269753368088577,1029628208,vic australia,
8457,1414272145589379075,1029628208,vic australia,
8458,1414272522787295235,1029628208,vic australia,
8459,1414273399220621315,1029628208,vic australia,
8460,1414274690185502720,1029628208,vic australia,
8461,1414276491685158912,1029628208,vic australia,
8462,1414278132589232128,2645315538,vic australia,
8463,1414279750592253958,1029628208,vic australia,
8464,1414281196201144322,1029628208,vic australia,
8465,1414281481141178374,1029628208,vic australia,
8466,1414282808260923395,1029628208,vic australia,
8467,1414283525772046337,1029628208,vic australia,
8468,1414284794267983873,1029628208,vic australia,
8469,1414288390091014144,1029628208,vic australia,
8470,1414290513868431363,1029628208,vic australia,
8471,1414291139239112706,1029628208,vic australia,
8472,1414292048513888259,1029628208,vic australia,
8473,1414292630293282818,1029628208,vic australia,
8474,1414294108588281858,1029628208,vic australia,
8475,1414296196013641729,1029628208,vic australia,
8476,1414296809317433346,1029628208,vic australia,
8477,1414299289874927616,152874095,vic australia,
8478,1414299910279622656,1029628208,vic australia,
8479,1414300334206316551,1029628208,vic australia,
8480,1414301514118492161,1029628208,vic australia,
8481,1414305159459397635,1029628208,vic australia,
8482,1414311647473127425,834717222605975554,vic australia,
8483,1414312254107840513,1029628208,vic australia,
8484,1414315008243105794,1029628208,vic australia,
8485,1414315819287207937,1029628208,vic australia,
8486,1414316956258213889,125828830,vic australia,
8487,1414323371899121667,4899577674,vic australia,
8489,1414335940760199173,14927868,vic australia,
8490,1414338581749932032,1667079373,vic australia,
8491,1414338707482570752,2989173842,vic australia,
8492,1414339333348204546,2989173842,vic australia,
8493,1414340651081105409,25033855,vic australia,
8494,1414341960173715457,1667079373,vic australia,
8495,1414342090587136001,1667079373,vic australia,
8496,1414342911743860739,1029628208,vic australia,
8497,1414343066299731971,152874095,vic australia,
8499,1414343500783656971,608627196,vic australia,
